generation,best_result0,best_result1,best_result2,best_result3,best_result4,best_result5,best_result6,best_result7,best_result8,best_result9,best_result10,best_result11,best_result12,best_result13,best_result14,best_result15,best_result16,best_result17,best_result18,best_result19,best_result20,best_result21,best_result22,best_result23,best_result24,best_result25,best_result26,best_result27,best_result28,best_result29,best_result30,best_result31,best_result32,best_result33,best_result34,best_result35,best_result36,best_result37,best_result38,best_result39,best_result40,best_result41,best_result42,best_result43,best_result44,best_result45,best_result46,best_result47,best_result48,best_result49,mean_result
16,412.0,410.0,421.0,403.0,469.0,393.0,405.0,418.0,410.0,419.0,419.0,418.0,399.0,439.0,425.0,417.0,395.0,407.0,410.0,399.0,417.0,414.0,437.0,423.0,396.0,442.0,438.0,434.0,440.0,431.0,423.0,410.0,426.0,429.0,428.0,430.0,418.0,437.0,,411.0,426.0,414.0,443.0,424.0,429.0,408.0,425.0,418.0,428,411.0,420.3673469387755
17,412.0,410.0,421.0,403.0,469.0,393.0,405.0,418.0,410.0,419.0,419.0,418.0,399.0,439.0,425.0,417.0,395.0,406.0,410.0,397.0,417.0,410.0,437.0,423.0,396.0,441.0,438.0,432.0,440.0,431.0,423.0,410.0,426.0,425.0,428.0,428.0,418.0,437.0,,411.0,426.0,413.0,443.0,422.0,426.0,408.0,425.0,418.0,419,409.0,419.6938775510204
18,412.0,410.0,421.0,403.0,469.0,389.0,405.0,417.0,410.0,419.0,419.0,418.0,399.0,430.0,418.0,415.0,395.0,406.0,410.0,395.0,417.0,410.0,437.0,423.0,396.0,441.0,438.0,432.0,440.0,431.0,422.0,410.0,426.0,425.0,428.0,427.0,416.0,437.0,,411.0,426.0,410.0,443.0,422.0,419.0,407.0,424.0,418.0,419,407.0,418.81632653061223
19,409.0,410.0,421.0,403.0,468.0,389.0,405.0,417.0,410.0,419.0,419.0,418.0,397.0,430.0,418.0,415.0,395.0,406.0,410.0,395.0,417.0,410.0,437.0,423.0,396.0,441.0,438.0,432.0,440.0,431.0,422.0,410.0,426.0,425.0,423.0,427.0,416.0,437.0,,409.0,426.0,410.0,443.0,421.0,419.0,407.0,422.0,418.0,419,402.0,418.38775510204084
20,402.0,410.0,421.0,403.0,468.0,389.0,405.0,417.0,408.0,419.0,419.0,418.0,395.0,430.0,418.0,415.0,395.0,406.0,407.0,393.0,417.0,405.0,437.0,423.0,392.0,441.0,438.0,432.0,440.0,428.0,422.0,410.0,422.0,425.0,423.0,423.0,416.0,437.0,,406.0,426.0,409.0,441.0,421.0,419.0,407.0,422.0,418.0,406,402.0,417.265306122449
21,402.0,410.0,421.0,403.0,468.0,389.0,405.0,417.0,406.0,419.0,419.0,418.0,395.0,430.0,418.0,414.0,395.0,406.0,407.0,391.0,417.0,403.0,437.0,423.0,389.0,441.0,438.0,431.0,440.0,428.0,422.0,410.0,422.0,423.0,419.0,423.0,416.0,437.0,,406.0,426.0,409.0,441.0,421.0,419.0,407.0,421.0,418.0,406,399.0,416.83673469387753
22,402.0,410.0,421.0,403.0,468.0,389.0,405.0,417.0,405.0,419.0,419.0,418.0,395.0,430.0,415.0,414.0,395.0,406.0,407.0,391.0,417.0,401.0,437.0,423.0,389.0,441.0,438.0,431.0,440.0,427.0,422.0,410.0,420.0,423.0,419.0,422.0,416.0,437.0,,406.0,426.0,409.0,438.0,421.0,418.0,407.0,421.0,418.0,406,398.0,416.53061224489795
23,402.0,410.0,,403.0,468.0,389.0,405.0,417.0,401.0,419.0,419.0,418.0,395.0,430.0,415.0,414.0,395.0,406.0,407.0,391.0,417.0,401.0,437.0,423.0,389.0,441.0,438.0,431.0,440.0,427.0,422.0,410.0,420.0,423.0,419.0,418.0,416.0,437.0,,406.0,426.0,409.0,438.0,421.0,418.0,407.0,421.0,418.0,405,398.0,416.25
24,402.0,410.0,,403.0,468.0,389.0,405.0,417.0,401.0,419.0,419.0,418.0,395.0,430.0,415.0,414.0,395.0,406.0,407.0,391.0,417.0,401.0,437.0,423.0,389.0,441.0,438.0,431.0,440.0,427.0,422.0,410.0,420.0,423.0,418.0,418.0,416.0,437.0,,405.0,426.0,408.0,438.0,421.0,418.0,407.0,420.0,418.0,405,398.0,416.1666666666667
25,402.0,410.0,,403.0,468.0,389.0,405.0,417.0,400.0,419.0,419.0,418.0,395.0,430.0,415.0,414.0,395.0,406.0,407.0,391.0,417.0,401.0,437.0,423.0,388.0,441.0,438.0,431.0,440.0,427.0,422.0,410.0,420.0,423.0,418.0,418.0,416.0,437.0,,405.0,426.0,408.0,438.0,421.0,418.0,407.0,420.0,,405,398.0,416.0851063829787
26,402.0,410.0,,403.0,468.0,389.0,405.0,417.0,400.0,,419.0,418.0,395.0,430.0,415.0,414.0,395.0,406.0,407.0,391.0,417.0,401.0,437.0,423.0,388.0,441.0,438.0,431.0,,427.0,422.0,,420.0,423.0,418.0,418.0,416.0,437.0,,405.0,426.0,408.0,438.0,421.0,418.0,407.0,420.0,,404,398.0,415.59090909090907
27,402.0,410.0,,403.0,468.0,389.0,405.0,417.0,400.0,,419.0,418.0,395.0,430.0,415.0,414.0,395.0,406.0,407.0,391.0,417.0,401.0,437.0,423.0,388.0,441.0,438.0,431.0,,427.0,422.0,,420.0,423.0,418.0,418.0,416.0,437.0,,405.0,,408.0,438.0,421.0,418.0,407.0,420.0,,404,398.0,415.3488372093023
28,402.0,410.0,,403.0,468.0,389.0,405.0,417.0,400.0,,,,395.0,430.0,415.0,414.0,395.0,406.0,407.0,391.0,417.0,401.0,437.0,423.0,388.0,441.0,438.0,431.0,,427.0,422.0,,420.0,423.0,418.0,418.0,416.0,437.0,,405.0,,408.0,438.0,421.0,418.0,407.0,420.0,,404,398.0,415.1951219512195
29,402.0,,,403.0,468.0,389.0,405.0,417.0,400.0,,,,395.0,430.0,415.0,414.0,,406.0,407.0,391.0,417.0,401.0,437.0,423.0,388.0,441.0,438.0,431.0,,427.0,422.0,,420.0,423.0,418.0,418.0,416.0,437.0,,405.0,,408.0,438.0,421.0,418.0,407.0,420.0,,404,398.0,415.84615384615387
30,402.0,,,403.0,468.0,389.0,405.0,417.0,400.0,,,,395.0,430.0,415.0,414.0,,406.0,407.0,391.0,417.0,401.0,437.0,423.0,388.0,441.0,,431.0,,427.0,422.0,,420.0,423.0,418.0,418.0,416.0,437.0,,405.0,,408.0,438.0,421.0,418.0,407.0,420.0,,404,398.0,415.2631578947368
31,402.0,,,,468.0,389.0,,417.0,400.0,,,,395.0,430.0,415.0,414.0,,406.0,407.0,391.0,,401.0,,,388.0,441.0,,431.0,,427.0,422.0,,420.0,423.0,418.0,418.0,416.0,,,405.0,,408.0,438.0,421.0,418.0,407.0,420.0,,404,398.0,414.3125
32,402.0,,,,468.0,389.0,,417.0,400.0,,,,395.0,430.0,415.0,414.0,,,407.0,391.0,,401.0,,,388.0,,,431.0,,427.0,422.0,,420.0,423.0,418.0,418.0,416.0,,,405.0,,408.0,438.0,421.0,418.0,407.0,420.0,,404,398.0,413.7
33,402.0,,,,468.0,,,,400.0,,,,395.0,,415.0,414.0,,,407.0,391.0,,401.0,,,388.0,,,431.0,,427.0,,,420.0,423.0,418.0,418.0,,,,405.0,,408.0,438.0,421.0,418.0,,420.0,,404,398.0,413.75
34,402.0,,,,,,,,400.0,,,,395.0,,415.0,414.0,,,407.0,391.0,,401.0,,,388.0,,,431.0,,427.0,,,420.0,423.0,418.0,418.0,,,,405.0,,408.0,438.0,,418.0,,420.0,,404,398.0,410.95454545454544
35,,,,,,,,,400.0,,,,,,415.0,414.0,,,,391.0,,401.0,,,388.0,,,431.0,,427.0,,,420.0,423.0,418.0,418.0,,,,405.0,,408.0,438.0,,418.0,,420.0,,404,398.0,412.4736842105263
36,,,,,,,,,400.0,,,,,,415.0,,,,,,,401.0,,,388.0,,,,,427.0,,,420.0,,418.0,418.0,,,,405.0,,408.0,438.0,,418.0,,420.0,,404,398.0,411.8666666666667
37,,,,,,,,,400.0,,,,,,,,,,,,,,,,388.0,,,,,,,,,,418.0,418.0,,,,405.0,,408.0,,,,,420.0,,404,,407.625
38,,,,,,,,,400.0,,,,,,,,,,,,,,,,388.0,,,,,,,,,,418.0,,,,,405.0,,408.0,,,,,420.0,,404,,406.14285714285717
39,,,,,,,,,400.0,,,,,,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,,,,,,,,,404,,397.3333333333333
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,404.0
